gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,AvgMonthlyCharges,Churn
0.9943362376363841,-0.44177295439277764,-0.9692341317067846,-0.6515565336648191,0.1023712383613841,-3.0130901058031325,0.05525320745915204,-1.1831157405568726,-0.919558231619216,-1.0405345983242065,1.2408741059577808,-0.9279277504682454,1.1354445853890782,1.1318186376069015,-0.8277744484887779,-1.2026530232775414,0.40093315770543797,-0.5219756496159262,-0.26225719995201097,-0.38983654005034624,0
0.9943362376363841,-0.44177295439277764,1.0317424524031547,1.5347862362384515,-0.7117434584104956,0.3318851958904337,-0.9999894055064843,0.17417892087611872,1.4036664665613505,-1.0405345983242065,-1.0296957910757163,-0.9279277504682454,-1.1226192317948491,-1.1262076386952526,-0.8277744484887779,-1.2026530232775414,1.3362778411474414,0.3374778078243394,-0.5036347857749957,0.4168213371483602,0
0.9943362376363841,-0.44177295439277764,1.0317424524031547,1.5347862362384515,-0.7931549280876836,-3.0130901058031325,0.05525320745915204,-1.1831157405568726,1.4036664665613505,1.2273075397642188,-1.0296957910757163,1.389423732748995,-1.1226192317948491,-1.1262076386952526,1.5693888734262953,-1.2026530232775414,1.3362778411474414,-0.8090131942822701,-0.7498829245931361,-0.556374157204309,0
-1.005696023285925,-0.44177295439277764,1.0317424524031547,-0.6515565336648191,-0.2639803751859618,0.3318851958904337,-0.9999894055064843,-1.1831157405568726,-0.919558231619216,1.2273075397642188,1.2408741059577808,-0.9279277504682454,1.1354445853890782,1.1318186376069015,1.5693888734262953,0.8314950202966611,-0.5344115257365654,0.2843841579438598,-0.17272239466719,0.37142058903160674,0
0.9943362376363841,-0.44177295439277764,1.0317424524031547,1.5347862362384515,-1.2816237461508113,0.3318851958904337,-0.9999894055064843,-1.1831157405568726,-0.919558231619216,-1.0405345983242065,-1.0296957910757163,-0.9279277504682454,-1.1226192317948491,-1.1262076386952526,-0.8277744484887779,-1.2026530232775414,0.40093315770543797,-0.6762790695810708,-0.9893737196161955,-1.2059388915305618,0
0.9943362376363841,-0.44177295439277764,-0.9692341317067846,1.5347862362384515,1.3642490183577978,0.3318851958904337,-0.9999894055064843,-1.1831157405568726,-0.919558231619216,1.2273075397642188,1.2408741059577808,1.389423732748995,1.1354445853890782,1.1318186376069015,1.5693888734262953,0.8314950202966611,-0.5344115257365654,0.48348534499565887,1.2710674769778725,0.5990866098859272,0
-1.005696023285925,-0.44177295439277764,-0.9692341317067846,-0.6515565336648191,-1.2816237461508113,0.3318851958904337,-0.9999894055064843,1.5314735823091101,0.24205411747106717,0.09338647072000617,0.10558915744103231,0.2307479911403748,0.006412676797114468,0.0028054994558244393,-0.8277744484887779,-1.2026530232775414,-0.5344115257365654,-1.497571466169742,-1.0002337364297182,-1.610021800765834,0
-1.005696023285925,-0.44177295439277764,1.0317424524031547,-0.6515565336648191,0.30589991255435406,0.3318851958904337,1.1104958204247881,-1.1831157405568726,-0.919558231619216,1.2273075397642188,-1.0296957910757163,-0.9279277504682454,-1.1226192317948491,-1.1262076386952526,-0.8277744484887779,-1.2026530232775414,-0.5344115257365654,-0.27641751891870747,0.03500010874782714,-0.0385285334526261,0
-1.005696023285925,-0.44177295439277764,1.0317424524031547,-0.6515565336648191,1.3235432835192036,0.3318851958904337,-0.9999894055064843,-1.1831157405568726,-0.919558231619216,-1.0405345983242065,-1.0296957910757163,1.389423732748995,1.1354445853890782,-1.1262076386952526,1.5693888734262953,0.8314950202966611,-0.5344115257365654,-0.17023021915774814,0.6620728371601656,-0.04920054327524776,0
-1.005696023285925,-0.44177295439277764,-0.9692341317067846,-0.6515565336648191,1.1200146093262338,0.3318851958904337,1.1104958204247881,-1.1831157405568726,-0.919558231619216,-1.0405345983242065,1.2408741059577808,1.389423732748995,1.1354445853890782,1.1318186376069015,0.3708072124687587,-1.2026530232775414,-0.5344115257365654,0.5183280527297236,1.1179083307653424,0.6613269607134106,0
-1.005696023285925,2.2636062032690805,-0.9692341317067846,-0.6515565336648191,-1.1188008067964355,0.3318851958904337,-0.9999894055064843,-1.1831157405568726,1.4036664665613505,1.2273075397642188,-1.0296957910757163,1.389423732748995,-1.1226192317948491,-1.1262076386952526,-0.8277744484887779,-1.2026530232775414,-0.5344115257365654,-0.1669118660402181,-0.8826164634250809,-0.36675256689650176,0
-1.005696023285925,-0.44177295439277764,1.0317424524031547,1.5347862362384515,-1.1188008067964355,0.3318851958904337,-0.9999894055064843,-1.1831157405568726,1.4036664665613505,-1.0405345983242065,-1.0296957910757163,-0.9279277504682454,-1.1226192317948491,-1.1262076386952526,-0.8277744484887779,0.8314950202966611,1.3362778411474414,-0.5153389433808665,-0.9068814706892347,-0.6677058986232431,0
